image,image_name,error_type,gt_class_id,gt_class,pred_class_id,pred_class,conf,iou,gt_xyxy,pred_xyxy,visualization
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_89.jpg,inclusion_89.jpg,false_positive,,,1,inclusion,0.313214,,,26.52 0.03 42.02 17.26,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_89.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_89.jpg,inclusion_89.jpg,false_positive,,,1,inclusion,0.157484,,,73.80 0.00 91.77 13.29,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_89.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_89.jpg,inclusion_89.jpg,false_positive,,,1,inclusion,0.120083,,,20.64 0.02 41.27 17.40,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_89.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_89.jpg,inclusion_89.jpg,false_positive,,,1,inclusion,0.112789,,,37.00 128.35 50.98 162.19,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_89.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_89.jpg,inclusion_89.jpg,false_positive,,,1,inclusion,0.100975,,,25.38 0.00 43.58 44.93,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_89.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_91.jpg,inclusion_91.jpg,false_positive,,,1,inclusion,0.599303,,,0.00 24.92 13.80 71.68,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_91.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_91.jpg,inclusion_91.jpg,false_positive,,,1,inclusion,0.365331,,,147.06 0.00 162.59 9.66,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_91.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_91.jpg,inclusion_91.jpg,false_positive,,,1,inclusion,0.177323,,,69.47 54.71 99.20 120.27,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_91.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_91.jpg,inclusion_91.jpg,false_positive,,,1,inclusion,0.170365,,,23.22 0.03 41.40 24.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_91.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_91.jpg,inclusion_91.jpg,false_positive,,,1,inclusion,0.129765,,,144.66 0.03 164.99 8.06,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_91.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_95.jpg,inclusion_95.jpg,false_positive,,,1,inclusion,0.676139,,,146.57 85.96 158.33 108.32,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_95.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_95.jpg,inclusion_95.jpg,false_positive,,,1,inclusion,0.461115,,,137.32 111.27 153.45 146.94,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_95.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_95.jpg,inclusion_95.jpg,false_positive,,,1,inclusion,0.236943,,,68.18 0.00 81.86 16.98,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_95.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_105.jpg,patches_105.jpg,false_positive,,,2,patches,0.222985,,,0.00 123.92 15.13 153.98,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_105.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_128.jpg,patches_128.jpg,false_positive,,,2,patches,0.743476,,,146.80 0.00 190.37 108.19,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_128.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_128.jpg,patches_128.jpg,false_positive,,,2,patches,0.192382,,,0.00 0.02 46.74 12.79,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_128.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_139.jpg,patches_139.jpg,false_positive,,,1,inclusion,0.107601,,,189.57 185.07 199.00 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/patches_139.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_145.jpg,patches_145.jpg,false_positive,,,2,patches,0.609366,,,105.40 0.69 179.86 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_145.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_145.jpg,patches_145.jpg,false_positive,,,2,patches,0.367303,,,123.72 22.59 180.15 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_145.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_146.jpg,patches_146.jpg,false_positive,,,2,patches,0.550803,,,1.21 0.45 66.94 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_146.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_146.jpg,patches_146.jpg,false_positive,,,2,patches,0.303183,,,148.25 186.24 189.59 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_146.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_146.jpg,patches_146.jpg,false_positive,,,2,patches,0.218247,,,150.45 187.83 199.00 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_146.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_151.jpg,patches_151.jpg,false_positive,,,2,patches,0.512479,,,44.97 0.01 86.80 23.35,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_151.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_151.jpg,patches_151.jpg,false_positive,,,1,inclusion,0.137470,,,136.51 141.71 171.62 176.10,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/patches_151.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_151.jpg,patches_151.jpg,false_positive,,,2,patches,0.128878,,,0.01 0.00 24.85 165.76,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_151.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_151.jpg,patches_151.jpg,false_positive,,,2,patches,0.115131,,,25.09 16.21 93.90 97.18,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_151.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_151.jpg,patches_151.jpg,false_positive,,,2,patches,0.114323,,,179.66 0.07 199.00 52.46,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_151.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_151.jpg,patches_151.jpg,false_positive,,,2,patches,0.108531,,,0.02 0.00 33.94 185.01,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_151.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_163.jpg,patches_163.jpg,false_positive,,,2,patches,0.512550,,,28.21 0.01 69.36 16.44,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_163.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_189.jpg,patches_189.jpg,false_positive,,,2,patches,0.449349,,,53.55 2.84 152.30 71.59,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_189.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_198.jpg,patches_198.jpg,false_positive,,,1,inclusion,0.774908,,,185.15 67.22 199.00 92.59,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/patches_198.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_198.jpg,patches_198.jpg,false_positive,,,1,inclusion,0.373731,,,82.27 183.99 102.11 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/patches_198.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_198.jpg,patches_198.jpg,false_positive,,,2,patches,0.142467,,,181.54 171.51 199.00 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_198.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_198.jpg,patches_198.jpg,false_positive,,,1,inclusion,0.124575,,,101.51 0.04 113.01 25.91,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/patches_198.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_198.jpg,patches_198.jpg,false_negative,2,patches,,,,,158.00 68.00 199.00 158.00,,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_negative/patches/patches_198.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_205.jpg,patches_205.jpg,false_positive,,,2,patches,0.436448,,,0.01 0.43 47.72 100.32,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_205.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_205.jpg,patches_205.jpg,false_positive,,,2,patches,0.219274,,,5.43 0.02 81.21 34.80,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_205.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_208.jpg,patches_208.jpg,false_positive,,,2,patches,0.483927,,,66.96 0.01 130.02 29.54,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_208.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_208.jpg,patches_208.jpg,false_positive,,,2,patches,0.136221,,,0.02 97.27 10.32 151.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_208.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_208.jpg,patches_208.jpg,false_positive,,,2,patches,0.135960,,,0.03 184.54 28.97 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_208.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_208.jpg,patches_208.jpg,false_positive,,,2,patches,0.134953,,,0.00 185.41 61.55 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_208.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_208.jpg,patches_208.jpg,false_positive,,,2,patches,0.129588,,,0.04 108.72 12.26 157.64,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_208.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_208.jpg,patches_208.jpg,false_positive,,,2,patches,0.123295,,,0.00 184.23 42.24 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_208.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_210.jpg,patches_210.jpg,false_positive,,,2,patches,0.314527,,,60.28 0.00 136.15 83.43,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_210.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_210.jpg,patches_210.jpg,false_positive,,,2,patches,0.292535,,,140.25 0.00 199.00 98.19,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_210.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_210.jpg,patches_210.jpg,false_positive,,,2,patches,0.270173,,,55.70 60.07 198.25 196.05,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_210.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_210.jpg,patches_210.jpg,false_positive,,,2,patches,0.257927,,,125.50 0.00 199.00 195.37,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_210.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_210.jpg,patches_210.jpg,false_positive,,,2,patches,0.257072,,,61.02 0.37 141.42 187.76,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_210.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_210.jpg,patches_210.jpg,false_positive,,,2,patches,0.201703,,,126.87 74.78 199.00 197.02,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_210.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_210.jpg,patches_210.jpg,false_positive,,,2,patches,0.154651,,,140.28 0.00 199.00 168.60,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_210.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_210.jpg,patches_210.jpg,false_positive,,,1,inclusion,0.110090,,,97.86 145.71 134.14 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/patches_210.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_212.jpg,patches_212.jpg,false_positive,,,2,patches,0.743660,,,0.00 0.00 33.40 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_212.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_212.jpg,patches_212.jpg,false_positive,,,2,patches,0.709130,,,122.42 155.19 168.57 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_212.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_212.jpg,patches_212.jpg,false_positive,,,1,inclusion,0.450799,,,82.85 0.00 108.93 29.31,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/patches_212.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_218.jpg,patches_218.jpg,false_positive,,,2,patches,0.551492,,,101.45 0.00 168.80 25.83,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_218.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_222.jpg,patches_222.jpg,false_negative,2,patches,,,,,60.00 91.00 96.00 129.00,,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_negative/patches/patches_222.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_234.jpg,patches_234.jpg,false_positive,,,1,inclusion,0.783894,,,166.63 0.01 192.38 32.74,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/patches_234.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_234.jpg,patches_234.jpg,false_positive,,,2,patches,0.364931,,,161.10 144.84 199.00 195.19,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_234.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_234.jpg,patches_234.jpg,false_positive,,,2,patches,0.279846,,,23.34 158.86 76.29 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_234.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_25.jpg,patches_25.jpg,false_positive,,,2,patches,0.204958,,,33.14 60.92 74.06 82.26,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_25.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_25.jpg,patches_25.jpg,false_positive,,,1,inclusion,0.137665,,,85.60 34.65 110.97 65.05,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/patches_25.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_280.jpg,patches_280.jpg,false_negative,2,patches,,,,,77.00 4.00 114.00 93.00,,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_negative/patches/patches_280.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_45.jpg,patches_45.jpg,false_positive,,,2,patches,0.788468,,,0.02 0.00 42.31 150.44,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_45.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_56.jpg,patches_56.jpg,false_positive,,,2,patches,0.262989,,,35.66 67.45 100.24 128.94,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_56.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_77.jpg,patches_77.jpg,false_positive,,,2,patches,0.100060,,,129.06 75.28 199.00 109.67,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_77.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_90.jpg,patches_90.jpg,false_positive,,,2,patches,0.612557,,,35.95 1.31 126.73 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_90.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_90.jpg,patches_90.jpg,false_positive,,,2,patches,0.224407,,,61.54 9.10 129.79 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_90.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_90.jpg,patches_90.jpg,false_positive,,,2,patches,0.145108,,,70.42 6.36 161.41 72.20,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_90.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/patches_90.jpg,patches_90.jpg,false_positive,,,2,patches,0.116030,,,62.89 101.31 127.79 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/patches_90.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_100.jpg,pitted_surface_100.jpg,false_positive,,,3,pitted_surface,0.729838,,,168.95 41.00 199.00 198.64,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_100.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_100.jpg,pitted_surface_100.jpg,false_positive,,,3,pitted_surface,0.115072,,,161.58 169.45 199.00 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_100.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_100.jpg,pitted_surface_100.jpg,false_negative,3,pitted_surface,,,,,2.00 2.00 50.00 194.00,,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_negative/pitted_surface/pitted_surface_100.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_126.jpg,pitted_surface_126.jpg,class_error,3,pitted_surface,2,patches,0.564737,0.670889,1.00 121.00 42.00 195.00,0.00 122.09 30.72 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/class_error/pitted_surface/pitted_surface_126.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_126.jpg,pitted_surface_126.jpg,false_positive,,,3,pitted_surface,0.198374,,,0.00 0.14 72.39 119.33,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_126.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_126.jpg,pitted_surface_126.jpg,false_positive,,,3,pitted_surface,0.136811,,,0.06 0.00 60.29 198.47,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_126.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_160.jpg,pitted_surface_160.jpg,false_positive,,,2,patches,0.150229,,,176.19 0.48 199.00 71.82,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/patches/pitted_surface_160.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_167.jpg,pitted_surface_167.jpg,false_positive,,,3,pitted_surface,0.425274,,,82.27 0.00 199.00 104.06,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_167.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_167.jpg,pitted_surface_167.jpg,false_positive,,,3,pitted_surface,0.398995,,,0.00 0.18 49.04 137.14,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_167.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_167.jpg,pitted_surface_167.jpg,false_positive,,,3,pitted_surface,0.357470,,,51.40 0.00 199.00 119.52,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_167.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_167.jpg,pitted_surface_167.jpg,false_positive,,,3,pitted_surface,0.322602,,,0.00 63.37 146.34 159.38,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_167.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_167.jpg,pitted_surface_167.jpg,false_positive,,,3,pitted_surface,0.129035,,,136.91 129.16 199.00 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_167.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_167.jpg,pitted_surface_167.jpg,false_positive,,,3,pitted_surface,0.117648,,,0.00 37.82 161.02 153.62,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_167.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_167.jpg,pitted_surface_167.jpg,false_positive,,,1,inclusion,0.109697,,,111.80 0.00 129.94 22.62,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/pitted_surface_167.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_180.jpg,pitted_surface_180.jpg,false_positive,,,3,pitted_surface,0.125067,,,0.00 0.41 14.06 190.16,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_180.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_188.jpg,pitted_surface_188.jpg,false_positive,,,3,pitted_surface,0.116907,,,0.03 0.06 123.47 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_188.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_193.jpg,pitted_surface_193.jpg,false_positive,,,3,pitted_surface,0.438912,,,0.07 0.12 88.10 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_193.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_193.jpg,pitted_surface_193.jpg,false_positive,,,3,pitted_surface,0.183814,,,0.03 0.61 61.82 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_193.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_193.jpg,pitted_surface_193.jpg,false_positive,,,3,pitted_surface,0.109599,,,116.65 0.00 199.00 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_193.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_199.jpg,pitted_surface_199.jpg,false_positive,,,3,pitted_surface,0.768294,,,164.45 28.54 199.00 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_199.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_199.jpg,pitted_surface_199.jpg,false_positive,,,3,pitted_surface,0.534285,,,37.15 65.06 169.64 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_199.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_199.jpg,pitted_surface_199.jpg,false_positive,,,3,pitted_surface,0.171419,,,6.73 50.53 94.26 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_199.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_211.jpg,pitted_surface_211.jpg,false_positive,,,3,pitted_surface,0.466332,,,0.14 0.00 73.62 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_211.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_221.jpg,pitted_surface_221.jpg,false_positive,,,3,pitted_surface,0.168563,,,0.08 0.63 75.48 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_221.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_233.jpg,pitted_surface_233.jpg,false_positive,,,3,pitted_surface,0.286875,,,51.05 0.32 137.14 112.75,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_233.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/pitted_surface_233.jpg,pitted_surface_233.jpg,false_positive,,,3,pitted_surface,0.260075,,,159.35 0.81 199.00 152.13,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/pitted_surface/pitted_surface_233.jpg
